Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Share_NA,Share_EU,Share_JP,decade_cohort
154,Cooking Mama,DS,2006.0,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,5.720000000000001,0.5472027972027971,0.3391608391608391,0.012237762237762238,2000
155,Destiny,PS4,2014.0,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,5.66,0.43992932862190814,0.362190812720848,0.028268551236749116,2010
156,Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,5.580000000000001,0.532258064516129,0.1236559139784946,0.3243727598566308,1980
157,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,5.57,0.45601436265709155,0.35008976660682223,0.03770197486535009,2000
158,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,5.5600000000000005,0.5305755395683454,0.10791366906474818,0.3543165467625899,1990
159,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,5.55,0.590990990990991,0.2972972972972973,0.012612612612612614,2000
160,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,5.5200000000000005,0.4891304347826087,0.34601449275362317,0.019927536231884056,2010
161,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,5.52,0.5416666666666667,0.34782608695652173,0.01811594202898551,2000
162,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,5.51,0.0852994555353902,0.10344827586206896,0.7495462794918331,2000
163,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,5.49,0.5719489981785064,0.22586520947176683,0.1657559198542805,2000
164,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,5.48,0.47810218978102187,0.2992700729927007,0.18065693430656932,2000
165,Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,5.470000000000001,0.5868372943327239,0.20292504570383912,0.17367458866544788,2000
166,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,5.449999999999999,0.5834862385321102,0.22752293577981655,0.1724770642201835,1990
167,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,5.43,0.5009208103130756,0.3443830570902395,0.0,2000
168,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,5.42,0.38191881918819187,0.4225092250922509,0.04428044280442804,2000
169,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,5.42,0.3634686346863469,0.4630996309963099,0.0,2010
170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,5.369999999999999,0.32402234636871513,0.23091247672253262,0.3482309124767226,2000
171,Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,5.340000000000001,0.40823970037453183,0.17977528089887637,0.3745318352059925,1980
172,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,5.3100000000000005,0.5687382297551788,0.21092278719397364,0.1902071563088512,1990
173,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,5.3100000000000005,0.5894538606403013,0.3220338983050847,0.005649717514124293,2010
174,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,5.31,0.3050847457627119,0.1450094161958569,0.5235404896421846,2000
175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,5.279999999999999,0.36363636363636365,0.20454545454545459,0.39962121212121215,2000
176,Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,5.27,0.6318785578747629,0.14990512333965847,0.20683111954459207,1990
177,Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,5.25,0.5904761904761905,0.29714285714285715,0.015238095238095238,2000
178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,5.25,0.23238095238095238,0.4723809523809524,0.1961904761904762,2000
179,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,5.24,0.4389312977099236,0.4694656488549618,0.03816793893129771,1990
180,Madden NFL 2004,PS2,,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,5.239999999999999,0.8129770992366413,0.04961832061068703,0.0019083969465648859,
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,5.21,0.12476007677543187,0.14395393474088292,0.6928982725527831,2000
182,Diablo III,PC,2012.0,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,5.2,0.4673076923076923,0.41346153846153844,0.0,2010
183,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,5.21,0.562380038387716,0.2399232245681382,0.15930902111324374,2000
184,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,5.2,0.4461538461538461,0.25,0.24423076923076922,2010
185,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,5.19,0.4797687861271676,0.1888246628131021,0.302504816955684,1990
186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,5.170000000000001,0.20889748549323015,0.6731141199226305,0.005802707930367503,2010
187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,5.17,0.36750483558994196,0.3539651837524178,0.18375241779497098,2000
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,5.15,0.4077669902912621,0.1436893203883495,0.4271844660194175,1990
189,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,5.15,0.18640776699029124,0.39223300970873787,0.3669902912621359,2010
190,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.64,2.48,0.44,0.58,5.14,5.140000000000001,0.3190661478599221,0.4824902723735408,0.08560311284046691,2000
191,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,5.14,0.3852140077821012,0.433852140077821,0.025291828793774323,2000
192,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,5.13,0.5282651072124757,0.1189083820662768,0.3313840155945419,1990
193,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,5.13,0.6998050682261209,0.21637426900584797,0.009746588693957116,2010
194,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,5.13,0.6257309941520468,0.29824561403508776,0.0019493177387914231,2010
195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,5.11,0.6301369863013698,0.33072407045009783,0.0,1990
196,Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,5.12,0.744140625,0.123046875,0.0,2000
197,Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11,5.12,0.3828125,0.279296875,0.2109375,2000
198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,5.08,0.5236220472440946,0.39566929133858264,0.0,2010
199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,5.09,0.33398821218074654,0.39685658153241654,0.031434184675834975,2000
200,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,5.08,0.11811023622047244,0.6476377952755905,0.011811023622047244,2010
201,Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,5.07,0.6706114398422091,0.2564102564102564,0.029585798816568046,1990
202,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,5.050000000000001,0.40594059405940586,0.22970297029702966,0.2198019801980198,1990
203,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,5.02,0.6812749003984064,0.2749003984063745,0.003984063745019921,1990
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,5.0200000000000005,0.5159362549800796,0.21115537848605576,0.1593625498007968,2010
205,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,5.01,0.5568862275449102,0.3772455089820359,0.0,1990
206,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,5.0,0.6719999999999999,0.272,0.014000000000000002,1990
207,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,4.99,0.6132264529058116,0.23647294589178355,0.058116232464929855,2000
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,4.99,0.6993987975951904,0.002004008016032064,0.002004008016032064,2000
209,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,4.95,0.6848484848484848,0.2080808080808081,0.01818181818181818,2000
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,4.96,0.37298387096774194,0.24193548387096772,0.31048387096774194,2000
211,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,4.94,0.46761133603238864,0.35020242914979755,0.0242914979757085,2000
212,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,4.91,0.8105906313645621,0.05295315682281059,0.002036659877800407,2000
213,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,4.89,0.5910020449897752,0.31492842535787324,0.0,2000
214,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,4.89,0.5950920245398774,0.20245398773006137,0.18200408997955012,1990
215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,4.87,0.0,0.0,1.0,2010
216,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,4.84,0.5413223140495869,0.12396694214876033,0.3140495867768595,1990
217,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,4.8500000000000005,0.5649484536082474,0.2804123711340206,0.02474226804123711,2010
218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,4.83,0.5300207039337475,0.34782608695652173,0.0,2010
219,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,4.83,0.39544513457556935,0.41407867494824013,0.018633540372670808,2000
220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,4.82,0.11825726141078836,0.6514522821576764,0.008298755186721992,2010
221,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,4.79,0.5365344467640918,0.3277661795407098,0.0918580375782881,1990
222,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,4.779999999999999,0.0585774058577406,0.7845188284518829,0.012552301255230127,2010
223,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,4.750000000000001,0.6294736842105263,0.2757894736842105,0.008421052631578945,2010
224,Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,4.7299999999999995,0.49894291754756875,0.44397463002114174,0.004228329809725159,2000
225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,4.71,0.3673036093418259,0.46496815286624205,0.0,2000
226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,4.68,0.6517094017094017,0.30128205128205127,0.004273504273504274,2000
227,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,4.680000000000001,0.39957264957264954,0.2393162393162393,0.28205128205128205,2000
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,4.67,0.4154175588865096,0.41755888650963596,0.017130620985010708,2000
229,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,4.6499999999999995,0.4473118279569893,0.4387096774193549,0.012903225806451615,2010
230,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,4.63,0.4946004319654428,0.42548596112311016,0.028077753779697626,1990
231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62,4.62,0.6623376623376623,0.24242424242424243,0.0,2000
232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,4.61,0.5249457700650759,0.19739696312364424,0.24945770065075917,1990
233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,4.609999999999999,0.5639913232104122,0.21475054229934926,0.19305856832971804,2000
234,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.89,1.99,0.22,0.48,4.58,4.58,0.41266375545851525,0.4344978165938865,0.048034934497816595,2000
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,4.569999999999999,0.3894967177242889,0.3041575492341357,0.2407002188183808,2010
236,Splatoon,WiiU,2015.0,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,4.57,0.33916849015317285,0.25164113785557984,0.31509846827133475,2010
237,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,4.54,0.3920704845814978,0.41189427312775334,0.015418502202643174,2010
238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53,4.54,0.7026431718061674,0.20264317180616742,0.0022026431718061676,2000
239,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,4.529999999999999,0.9227373068432672,0.05739514348785873,0.0022075055187637973,2000
240,Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,4.5,0.9355555555555556,0.05333333333333333,0.0,1980
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,4.49,0.8084632516703786,0.05345211581291759,0.0022271714922048997,2000
242,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,4.48,0.6049107142857142,0.3370535714285714,0.00669642857142857,2000
243,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,4.459999999999999,0.04484304932735427,0.03139013452914799,0.9192825112107624,2000
244,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,4.47,0.43847874720357943,0.378076062639821,0.01789709172259508,2010
245,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,4.4399999999999995,0.3468468468468469,0.43693693693693697,0.0427927927927928,2010
246,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,4.449999999999999,0.608988764044944,0.28988764044943827,0.0044943820224719105,2000
247,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,4.45,0.5730337078651685,0.24943820224719102,0.10337078651685393,2010
248,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,4.419999999999999,0.6040723981900453,0.30542986425339375,0.002262443438914028,2010
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,4.42,0.6018099547511313,0.2918552036199095,0.0022624434389140274,2000
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,4.4,0.022727272727272728,0.5431818181818182,0.23863636363636362,2000
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,4.4,0.6409090909090909,0.23863636363636362,0.029545454545454545,2000
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,4.38,0.5,0.11415525114155252,0.3675799086757991,1980
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,4.37,0.46453089244851253,0.4096109839816934,0.018306636155606407,2000
254,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,4.35,0.3977011494252874,0.3977011494252874,0.03218390804597702,2000
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,4.33,0.6997690531177828,0.21016166281755197,0.06004618937644342,1990
256,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,4.33,0.5080831408775982,0.13394919168591224,0.31870669745958424,2000
257,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,4.32,0.21296296296296297,0.6782407407407407,0.0023148148148148147,2010
258,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,4.3,0.6395348837209303,0.2744186046511628,0.0,2010
259,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,4.31,0.9280742459396752,0.06032482598607889,0.0,1980
260,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,4.3,0.5837209302325581,0.29534883720930233,0.02558139534883721,2000
261,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,4.26,0.619718309859155,0.28169014084507044,0.007042253521126761,2010
262,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,4.239999999999999,0.4976415094339623,0.26179245283018876,0.169811320754717,2010
263,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,4.25,0.5247058823529411,0.31529411764705884,0.01647058823529412,2000
264,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,4.25,0.3317647058823529,0.4752941176470588,0.023529411764705882,2010
265,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,4.23,0.7092198581560283,0.2624113475177305,0.01182033096926714,2000
266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,4.22,0.3459715639810427,0.0,0.1966824644549763,2000
267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,4.220000000000001,0.5805687203791469,0.24170616113744073,0.0,2000
268,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,4.2,0.4047619047619047,0.5404761904761904,0.0,1990
269,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,4.22,0.481042654028436,0.3009478672985782,0.14691943127962087,2010
270,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,4.21,0.18527315914489312,0.6057007125890735,0.009501187648456057,2000
271,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,4.21,0.20902612826603326,0.5463182897862232,0.04750593824228029,2000
272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,4.2,0.30952380952380953,0.49285714285714277,0.04285714285714285,2010
273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,4.21,0.30403800475059384,0.4346793349168646,0.1353919239904988,2000
274,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,4.1899999999999995,0.5369928400954654,0.35083532219570407,0.009546539379474943,2010
275,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,4.19,0.48210023866348445,0.2529832935560859,0.13842482100238662,2000
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,4.18,0.20095693779904306,0.667464114832536,0.004784688995215312,2010
277,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,4.17,0.8105515587529976,0.10551558752997602,0.07434052757793765,1980
278,Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,4.16,0.49038461538461536,0.11538461538461538,0.37740384615384615,1980
279,Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,4.170000000000001,0.9088729016786569,0.0647482014388489,0.0,1990
280,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,4.14,0.8115942028985508,0.050724637681159424,0.002415458937198068,2000
281,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,4.14,0.33816425120772947,0.44927536231884063,0.026570048309178747,2010
282,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,4.12,0.9781553398058253,0.0,0.021844660194174755,1990
283,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,4.109999999999999,0.40145985401459855,0.14841849148418493,0.42822384428223853,1990
284,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,4.109999999999999,0.17274939172749393,0.6034063260340633,0.007299270072992701,2000
285,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,4.11,0.5206812652068127,0.291970802919708,0.0900243309002433,2010
286,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,4.1000000000000005,0.34634146341463407,0.12439024390243901,0.5121951219512194,1990
287,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,4.1,0.5195121951219512,0.3658536585365854,0.012195121951219514,2000
288,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,4.09,0.5990220048899756,0.30806845965770174,0.0024449877750611247,2010
289,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,4.09,0.628361858190709,0.37163814180929094,0.0,2000
290,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,4.08,0.6495098039215685,0.25980392156862747,0.00980392156862745,2010
